page,block_id,raw_label,content_preview,bbox,role,role_confidence,evidence,seed_role,seed_confidence,zone,style_family,marker_type,render_default,index_default
2,10,number,1,"[1039, 1561, 1054, 1584]",noise,0.9,"[""page number label""]",noise,0.9,frontmatter_main_zone,support_like,short_fragment,False,False
3,0,header,Journal Pre-proof,"[475, 53, 713, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p3 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
3,1,paragraph_title,Abstract,"[85, 102, 190, 128]",abstract_heading,0.95,"[""abstract heading""]",abstract_heading,0.95,body_zone,heading_like,short_fragment,True,True
3,2,text,"Mesenchymal stem cell (MSC) chondrogenesis is modulated by diverse biophysical cues.
We have previously shown that brief, low-amplitude pulsed electromagnetic fields
(PEMFs) differentially enhance MSC","[84, 163, 1052, 455]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,3,text,"chondrogenesis. MSCs on TCP or the ALN scaffolds exhibited greater resting mechanical stress and accordingly, were unresponsive, or negatively responsive, to PEMF exposure","[85, 877, 1048, 962]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,4,text,from all directions. The efficacy of PEMF-induced MSC chondrogenesis is hence regulated,"[84, 985, 1056, 1014]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,5,text,"responses, culminating in a final cellular response. The combined contributions of
micromechanical environment and magnetic field orientation hence will need to be
considered when designing magnetic e","[85, 1095, 964, 1237]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
3,6,text,"Keywords: pulsed electromagnetic fields, mesenchymal stem cells, electrospun fibres, chondrogenesis, mechanotransduction","[84, 1316, 1016, 1401]",structured_insert,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,False,False
3,7,number,2,"[1038, 1561, 1055, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
4,0,header,Journal Pre-proof,"[476, 53, 712, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p4 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
4,1,paragraph_title,1. Introduction,"[85, 103, 268, 128]",section_heading,0.85,"[""paragraph_title label with numbering: 1. Introduction""]",section_heading,0.85,body_zone,heading_like,heading_numbered,True,True
4,2,text,"Mesenchymal stem cells (MSCs) exhibit multipotency to differentiate into multiple cell lineages including osteoblasts, adipocytes, chondrocytes and myocytes [1,2]. Preclinical studies have demonstrate","[84, 160, 1057, 629]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,3,paragraph_title,Studies have examined the interaction between stem cells and different,"[83, 668, 852, 694]",section_heading,0.6,"[""unnumbered paragraph_title, inferred level section_heading: Studies have examined the interaction between stem cells and""]",section_heading,0.6,body_zone,body_like,none,True,True
4,4,text,"microenvironmental cues presented on functionalised scaffolds [8], as well as the efficacies of different stimulation protocols [9,10] in inducing MSC-based cartilage regeneration. Substrate-mediated ","[84, 695, 1055, 1192]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,5,text,[14]. Mechanotransduction within the cell is dependent on FA and cytoskeleton actin dynamics regulated by tyrosine (FAK) [15–17] and serine-threonine kinases (MAPK) [18] as well as transcriptional lev,"[85, 1218, 1035, 1414]",body_paragraph,0.78,"[""default body_paragraph for text label"", ""late role resolution: non-body family 'reference_like' overrides body_paragraph"", ""style_family_authority=reference_marker"", ""context_source=block""]",body_paragraph,0.6,body_zone,reference_like,reference_numeric_bracket,True,True
4,6,text,"We have previously demonstrated that brief exposure to PEMFs (10 minutes), applied
once during early chondrogenic induction, were most efficacious at promoting MSC","[85, 1451, 1004, 1537]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
4,7,number,3,"[1038, 1562, 1055, 1583]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
5,0,header,Journal Pre-proof,"[476, 53, 712, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p5 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
5,1,text,"chondrogenesis in pellet cultures [23], whereby the exposure parameters were established by targeting the developmental expression of certain Transient Receptor Potential channels previously implicate","[83, 94, 1051, 1075]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
5,2,paragraph_title,2. Materials and Methods 2.1. Fabrication and characterisation of electrospun fibrous scaffolds,"[84, 1188, 854, 1270]",section_heading,0.85,"[""paragraph_title label with numbering: 2. Materials and Methods 2.1. Fabrication and characterisati""]",section_heading,0.85,body_zone,body_like,heading_numbered,True,True
5,3,footer,,"[120, 1243, 854, 1270]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,empty,False,False
5,4,text,"Poly(lacto-co-caprolactone) (PLCL, PURASORB PLC 7015, Corbion, the Netherlands) was dissolved in 1,1,1,3,3,3-Hexafluoro-2-propanol (HFIP, Sigma-Aldrich, Germany) to form a 10% PLCL/HFIP solution. Elec","[84, 1298, 1052, 1549]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
5,5,number,4,"[1039, 1562, 1055, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
6,0,header,Journal Pre-proof,"[476, 53, 712, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p6 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
6,1,text,"voltage supply of 15 kV. Randomly-oriented (RND) and parallel aligned fibres (ALN) were fabricated with the rotating collector set at 300 and 3000 rpm, respectively. Scanning electron micrographs were","[84, 103, 1048, 576]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
6,2,paragraph_title,2.2. Human bone marrow-derived MSC culture,"[120, 611, 623, 638]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.2. Human bone marrow-derived MSC culture""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
6,3,text,"Human bone marrow mesenchymal stem cells (MSCs) were purchased from RoosterBio, Inc. (Maryland, USA) at passage 3. MSCs were further expanded in RoosterBasal™ Protein Free medium supplemented with Roo","[83, 668, 1036, 862]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
6,4,paragraph_title,2.3. MSC chondrogenic differentiation,"[122, 900, 528, 926]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.3. MSC chondrogenic differentiation""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
6,5,text,"Chondrogenic differentiation of MSCs was induced three days after seeding the MSCs onto three different topographies, namely, polystyrene tissue culture plastic (TCP; Cellstar® 24-well multiwell plate","[85, 954, 1049, 1544]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
6,6,number,5,"[1038, 1561, 1055, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
7,0,header,Journal Pre-proof,"[476, 53, 712, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p7 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
7,1,text,"proline, 50  $ \mu $g/ml ascorbic acid, 1% ITS-Premix (Becton-Dickinson, San Jose, USA), 1 mM sodium pyruvate,  $ 10^{-7} $ M dexamethasone (Sigma-Aldrich, St Louis, USA) and 10 ng/ml transforming gro","[84, 102, 1053, 464]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
7,2,paragraph_title,2.4. PEMF exposure paradigm,"[121, 489, 451, 518]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.4. PEMF exposure paradigm""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
7,3,text,"The PEMF delivery device used in this study has been previously described [23,31,32].","[85, 544, 1014, 572]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
7,4,text,"The PEMF delivery device used in this study has been previously described.
MSCs on TCP, RND and ALN scaffolds were first subjected to single exposures ranging from 0 - 3 mT for 10 min administered in ","[84, 548, 1049, 961]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
7,5,text,"topographies were subjected to PEMFs, applied in different directions, as shown in Figure 1. Briefly, MSCs in chondrogenic differentiation medium were exposed for 10 min to PEMFs at an amplitude of 1 ","[84, 987, 1044, 1347]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
7,6,paragraph_title,2.5. Cell apoptosis,"[121, 1384, 325, 1412]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.5. Cell apoptosis""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
7,7,text,"Caspase-3/7 activity was measured using the Caspase-Glo $ ^{\textregistered} $ 3/7 Assay kit (Promega, Madison, USA). Briefly, the add-mix-measure reagent was added to MSC-seeded","[84, 1440, 993, 1524]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
7,8,number,6,"[1039, 1562, 1056, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
8,0,header,Journal Pre-proof,"[476, 53, 712, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p8 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
8,1,text,"topographies at room temperature and then was shaken at 400 rpm for 30 s, followed by a 30-min of incubation at room temperature. The apoptosis assay was carried out at Day 1 and Day 3 of differentiat","[84, 103, 1053, 243]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,2,paragraph_title,2.6. Cell proliferation,"[121, 280, 348, 307]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.6. Cell proliferation""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
8,3,text,"Cell viability was evaluated with alamarBlue $ ^{\circledR} $ Cell Proliferation assay (Bio-Rad) according to the manufacturer's protocol. Briefly, 10x alamarBlue $ ^{\circledR} $ was diluted to 1:10 ","[83, 334, 1050, 755]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,4,paragraph_title,2.7. Real-time PCR analyses,"[121, 789, 436, 817]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.7. Real-time PCR analyses""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
8,5,text,"Total mRNA was extracted using the TRIzol $ ^{\circledR} $ Reagent (Thermo Fischer Scientific) and purified using RNeasy $ ^{\circledR} $ Mini Kit (Qiagen, Germany). Reverse transcription was conducte","[83, 845, 1053, 1317]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,6,paragraph_title,2.8. Immunofluorescence staining,"[121, 1354, 486, 1381]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.8. Immunofluorescence staining""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
8,7,text,"Cells were fixed in 10% neutral-buffered formalin solution (Sigma-Aldrich), permeabilised with Triton X-100 (0.1%, Sigma-Aldrich), followed by blocking in Ultra V Block (Thermo Scientific). Samples we","[84, 1408, 1035, 1549]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
8,8,number,7,"[1038, 1561, 1055, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
9,0,header,Journal Pre-proof,"[476, 53, 712, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p9 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
9,1,text,"Chemicon Inc.), COL I (Clone C245B, Sigma-Aldrich) and Aggrecan (AlexaFluor $ ^{\text{®}} $ 647-conjugated anti-mouse aggrecan, Santa Cruz Biotechnology), or cytoskeletal proteins pFAK (ab81298, Abcam","[84, 101, 1047, 797]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,2,paragraph_title,2.9. Western blotting,"[121, 832, 348, 860]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.9. Western blotting""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
9,3,text,Cells were harvested 1 h following PEMF exposure and lysed by M-PER $ ^{\text{®}} $ Mammalian Protein Extraction Reagent (Thermo Scientific) supplemented with Pierce $ ^{\text{™}} $ Protease and Phosp,"[81, 888, 1050, 1527]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
9,4,number,8,"[1039, 1562, 1055, 1583]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
10,0,header,Journal Pre-proof,"[476, 53, 713, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p10 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
10,1,text,"anti-YAP (63.7) antibody (sc-101199, Santa Cruz Biotechnology). Blots were incubated in horseradish peroxidase (HRP)-conjugated anti-mouse (ab97023, Abcam) or anti-rabbit secondary antibodies (ab6721,","[83, 102, 1043, 354]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
10,2,paragraph_title,2.10. Mitochondrial Stress Measurements,"[120, 390, 622, 417]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.10. Mitochondrial Stress Measurements""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
10,3,text,"Effects of PEMFs on mitochondrial stress was assessed by the Mitochondrial Stress Test Complete Assay Kit (ab232857, Abcam). Briefly, 6 ×10³ cells/well were seeded onto scaffolds, placed in a 96-well ","[83, 444, 1061, 1414]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
10,4,paragraph_title,2.11. Statistical Analysis,"[120, 1451, 438, 1478]",subsection_heading,0.85,"[""paragraph_title label with numbering: 2.11. Statistical Analysis""]",subsection_heading,0.85,body_zone,heading_like,heading_numbered,True,True
10,5,text,All experiments were performed in biological replicates (n = 3). Statistical analyses were,"[84, 1507, 1025, 1536]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
10,6,number,9,"[1039, 1562, 1055, 1582]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
11,0,header,Journal Pre-proof,"[476, 53, 712, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p11 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
11,1,text,assessed by Student's t-test for comparison of PEMF directions within a topography; whereas ordinary one-way ANOVA was used for multiple comparisons across different topographies in GraphPad Prism 8 s,"[84, 104, 1046, 355]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
11,2,paragraph_title,3. Results 3.1. Characterisation of electrospun scaffolds,"[84, 458, 608, 541]",section_heading,0.85,"[""paragraph_title label with numbering: 3. Results 3.1. Characterisation of electrospun scaffolds""]",section_heading,0.85,body_zone,heading_like,heading_numbered,True,True
11,3,footer,,"[123, 513, 608, 541]",noise,0.9,"[""footer label""]",noise,0.9,body_zone,body_like,empty,False,False
11,4,text,SEM images (Fig. 2A) showed the distinct nanofibrillar organisations present in the random (RND) and aligned (ALN) scaffolds (Fig. 2B). RND and ALN nanofibers had comparable fibre diameters (Fig. 2C; ,"[82, 564, 1050, 1263]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
11,5,text,"3.2. Optimisation of PEMF conditions for MSC chondrogenesis on fibrous scaffolds
MSCs seeded onto TCP, RND or ALN scaffolds were subjected to Z-directed PEMFs, ranging from 1 - 3 mT for 10 min on the ","[84, 1299, 1056, 1549]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,heading_numbered,True,True
11,6,number,10,"[1028, 1561, 1056, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
12,0,header,Journal Pre-proof,"[476, 53, 713, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p12 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
12,1,text,"and ACAN in response to exposure at 2 mT PEMFs (Fig. 3A). By contrast, MSC chondrogenesis on the RND scaffolds was dramatically augmented by exposure to 1 mT PEMFs, associated with upregulations of SO","[84, 103, 1041, 574]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
12,2,text,"We investigated the consequences of repetitive PEMF exposures over MSC chondrogenesis on the RND scaffolds (Fig. 3B). PEMFs at 1 mT were administered once (day 1), twice (days 1 and 2) or thrice (day ","[83, 614, 1043, 1305]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
12,3,paragraph_title,3.3. Effect of directional PEMF on MSC chondrogenesis,"[120, 1342, 721, 1369]",subsection_heading,0.85,"[""paragraph_title label with numbering: 3.3. Effect of directional PEMF on MSC chondrogenesis""]",subsection_heading,0.85,body_zone,body_like,heading_numbered,True,True
12,4,text,"After defining a reference PEMF efficacy window, the chondrogenic consequences of directional PEMFs and surface topography were examined (Fig. 1). Z-directed PEMFs resulted in elevated transcript leve","[84, 1396, 1057, 1536]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
12,5,number,11,"[1028, 1561, 1054, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
13,0,header,Journal Pre-proof,"[476, 53, 713, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p13 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
13,1,text,"the RND scaffolds, but not when applied to MSCs on TCP or ALN scaffolds (Fig. 4A). By contrast, X-directed PEMFs either reduced or had no effect over the expressions of these same chondrogenic markers","[84, 102, 1050, 629]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
13,2,text,"Immunofluorescence staining for COL II, ACAN and COL I at 21-days following PEMF exposure demonstrated significantly enhanced depositions of COL II and ACAN in response to Z-directed PEMFs delivered t","[83, 669, 1051, 1196]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
13,3,paragraph_title,3.4. Effects of directional PEMFs on MSC proliferation and viability,"[121, 1231, 835, 1258]",subsection_heading,0.85,"[""paragraph_title label with numbering: 3.4. Effects of directional PEMFs on MSC proliferation and v""]",subsection_heading,0.85,body_zone,body_like,heading_numbered,True,True
13,4,text,"The effects of directional PEMF exposure over MSC apoptosis on TCP, RND and ALN scaffolds were analysed. Caspase-3/7 activity increased over three days for MSCs on TCP under all conditions and was fur","[83, 1286, 1056, 1537]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
13,5,number,12,"[1028, 1561, 1055, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
14,0,header,Journal Pre-proof,"[476, 53, 713, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p14 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
14,1,text,unaffected by PEMF exposure of any orientation. Apoptosis was initially lowest for MSCs on the ALN scaffolds and was further inhibited by PEMFs in the plane of the dish (Y- and X-directed PEMFs) at da,"[83, 103, 1056, 634]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
14,2,paragraph_title,3.5. Dynamic effects of directional PEMFs on cell morphology,"[121, 666, 782, 695]",subsection_heading,0.85,"[""paragraph_title label with numbering: 3.5. Dynamic effects of directional PEMFs on cell morphology""]",subsection_heading,0.85,body_zone,body_like,heading_numbered,True,True
14,3,text,"Changes in MSC morphology, indicative of mechanical force distribution, were monitored on TCP, RND and ALN scaffolds immediately before PEMF (bP), immediately post-PEMF (iPP), 1-hour post-PEMF (1hPP) ","[84, 720, 1057, 1191]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
14,4,paragraph_title,3.6. Effects of directional PEMF on focal adhesion kinase,"[121, 1231, 735, 1257]",subsection_heading,0.85,"[""paragraph_title label with numbering: 3.6. Effects of directional PEMF on focal adhesion kinase""]",subsection_heading,0.85,body_zone,body_like,heading_numbered,True,True
14,5,text,"The response of MSCs to PEMF orientation and substrate was examined at the level of focal adhesion assembly (Fig. 5B, D-E, F-G) and cytoskeletal organisation (Fig. 5B). MSCs on TCP were characterised ","[83, 1287, 1026, 1537]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
14,6,number,13,"[1028, 1561, 1056, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
15,0,header,Journal Pre-proof,"[476, 53, 713, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p15 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
15,1,text,"polygonal morphology but were smaller in size and lacked prominent stress fibre networks, whereas MSCs on the ALN scaffolds were elongated, assuming the orientation of the scaffold fibre alignment, an","[83, 103, 1061, 868]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
15,2,text,"pFAK size and dimensions was also subject to modulation by field orientation. The pFAK staining observed in MSCs on TCP and the ALN scaffolds were most elongated, whereas those in MSCs on the RND scaf","[83, 898, 1052, 1315]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
15,3,text,"pFAK-mediated mechanotransduction via the ERK and P38 signalling pathways [35–37] was investigated (Fig. 5F-G). FAK phosphorylation was reduced by Z-directed PEMFs for MSCs on TCP, whereas they exerte","[84, 1352, 1045, 1549]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
15,4,number,14,"[1027, 1561, 1056, 1584]",noise,0.9,"[""page number label""]",noise,0.9,body_zone,body_like,short_fragment,False,False
16,0,header,Journal Pre-proof,"[476, 53, 712, 81]",frontmatter_noise,0.98,"[""journal pre-proof running header suppressed: p16 y=53/1684""]",frontmatter_noise,0.98,preproof_cover_zone,unknown_like,preproof_marker,False,False
16,1,text,"both the RND and ALN scaffolds, whereas they had no effect on MSCs on TCP. ERK phosphorylation was reduced by X-directed PEMFs on the RND and ALN scaffolds. Notably, PEMFs of either Z or X orientation","[83, 103, 1046, 577]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
16,2,paragraph_title,3.7. Dynamic effects of directional PEMFs on YAP expression,"[121, 612, 784, 638]",subsection_heading,0.85,"[""paragraph_title label with numbering: 3.7. Dynamic effects of directional PEMFs on YAP expression""]",subsection_heading,0.85,body_zone,body_like,heading_numbered,True,True
16,3,text,"YAP, a mechanosensitive transcriptional co-activator [38,39], exhibited predominantly cytoplasmic localisation in MSCs on the RND scaffolds, whereas greater nuclear localisation was detected in MSCs o","[83, 662, 1054, 1471]",body_paragraph,0.6,"[""default body_paragraph for text label""]",body_paragraph,0.6,body_zone,body_like,none,True,True
